"Index","Quantity","Part Number","Manufacturer Part Number","Description","Customer Reference","Available","Backorder","Unit Price","Extended Price USD"
"1","1","AE10973-ND","A-DS 09 PP/Z","CONN D-SUB PLUG 9POS VERT SOLDER","","1","0","0.67000","0.67"
"2","1","AE10940-ND","A-DF 25 PP/Z","CONN D-SUB RCPT 25POS VERT SLDR","","1","0","1.16000","1.16"
